Fan_hours,Refrigerator_hours,AirConditioner_hours,Television_hours,Monitor_hours,MotorPump_hours,Months,City,Company,MonthlyHours,TariffRate,ElectricityBill
17,22.0,0.0,5.0,1.0,0,11,Hyderabad,Adani Power Ltd.,330,8.4,2772.0
16,22.0,3.0,13.0,12.0,0,11,Hyderabad,NHPC,660,8.4,5544.0
10,17.0,0.0,18.0,7.0,0,11,Hyderabad,Jaiprakash Power,561,8.4,4712.400000000000
12,23.0,2.0,3.0,12.0,0,11,Hyderabad,L&T Transmission & Distribution,561,8.4,4712.400000000000
13,23.0,2.0,10.0,1.0,0,11,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),561,8.4,4712.400000000000
17,23.0,0.0,12.0,1.0,0,11,Hyderabad,NHPC,539,8.4,4527.6
14,23.0,2.0,12.0,1.0,0,11,Hyderabad,TransRail Lighting,517,8.4,4342.8
17,22.0,3.0,8.0,1.0,0,11,Hyderabad,NHPC,649,8.4,5451.6
14,22.0,1.0,15.0,1.0,0,11,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",533,8.4,4477.2
15,23.0,0.0,17.0,1.0,0,11,Hyderabad,Sterlite Power Transmission Ltd,488,8.4,4099.2
16,22.0,2.0,22.0,1.0,0,11,Hyderabad,Tata Power Company Ltd.,480,8.4,4032.0
10,19.0,3.0,8.0,1.0,0,11,Hyderabad,Bonfiglioli Transmission Pvt. Ltd.,480,8.4,4032.0
7,22.0,1.0,16.0,1.0,0,11,Hyderabad,Optibelt Power Transmission India Private Limited,447,8.4,3754.8
12,23.0,3.0,10.0,1.0,0,11,Hyderabad,Sterlite Power Transmission Ltd,385,8.4,3234.0
9,20.0,2.0,8.0,1.0,0,11,Hyderabad,Torrent Power Ltd.,514,8.4,4317.6
13,22.0,2.0,19.0,1.0,0,11,Hyderabad,Sterlite Power Transmission Ltd,482,8.4,4048.8
17,23.0,3.0,16.0,1.0,0,11,Hyderabad,Unitech Power Transmission Ltd.,482,8.4,4048.8
17,22.0,1.0,15.0,1.0,0,11,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,525,8.4,4410.0
13,23.0,2.0,19.0,1.0,0,11,Hyderabad,Jyoti Structure,586,8.4,4922.400000000000
10,23.0,3.0,18.0,1.0,0,11,Hyderabad,Orient Green,586,8.4,4922.400000000000
23,23.0,3.0,16.0,1.0,0,11,Hyderabad,CESC,635,8.4,5334.0
13,23.0,3.0,14.0,1.0,0,11,Hyderabad,KEC International,685,8.4,5754.0
13,22.0,2.0,19.0,1.0,0,11,Hyderabad,Unitech Power Transmission Ltd.,685,8.4,5754.0
10,23.0,3.0,18.0,1.0,0,11,Hyderabad,Orient Green,547,8.4,4594.8
20,22.0,2.0,6.0,1.0,0,11,Hyderabad,Orient Green,547,8.4,4594.8
11,22.0,1.0,17.0,1.0,0,11,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,457,8.4,3838.8
10,23.0,1.0,9.0,1.0,0,11,Hyderabad,Guj Ind Power,457,8.4,3838.8
21,23.0,2.0,7.0,12.0,0,11,Hyderabad,JSW Energy Ltd.,600,8.4,5040.0
14,22.0,2.0,21.0,1.0,0,11,Hyderabad,CESC,608,8.4,5107.2
8,21.0,3.0,20.0,1.0,0,11,Hyderabad,Guj Ind Power,476,8.4,3998.4
22,22.0,2.0,4.0,1.0,0,11,Hyderabad,SJVN Ltd.,439,8.4,3687.6000000000000
18,22.0,3.0,4.0,1.0,0,11,Hyderabad,NLC India,439,8.4,3687.6000000000000
15,23.0,1.0,12.0,1.0,0,11,Hyderabad,Sunil Hitech Eng,469,8.4,3939.6000000000000
20,22.0,2.0,13.0,1.0,0,11,Hyderabad,NHPC,579,8.4,4863.6
12,22.0,0.0,4.0,12.0,0,11,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,378,8.4,3175.2000000000000
13,22.0,2.0,8.0,1.0,0,11,Hyderabad,Reliance Energy,378,8.4,3175.2000000000000
14,23.0,0.0,5.0,1.0,0,11,Hyderabad,Jaiprakash Power,398,8.4,3343.2000000000000
10,20.0,3.0,13.0,1.0,0,11,Hyderabad,TransRail Lighting,560,8.4,4704.0
12,22.0,2.0,5.0,1.0,0,11,Hyderabad,GE T&D India Limited,560,8.4,4704.0
7,22.0,3.0,3.0,1.0,0,11,Hyderabad,Adani Power Ltd.,402,8.4,3376.8
20,22.0,2.0,21.0,12.0,0,11,Hyderabad,Sunil Hitech Eng,658,8.4,5527.2
14,22.0,1.0,11.0,1.0,0,11,Hyderabad,Tata Power Company Ltd.,334,8.4,2805.6
14,23.0,0.0,3.0,12.0,0,11,Hyderabad,SJVN Ltd.,479,8.4,4023.6000000000000
8,17.0,1.0,16.0,1.0,0,11,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,479,8.4,4023.6000000000000
18,23.0,2.0,7.0,12.0,0,11,Hyderabad,Unitech Power Transmission Ltd.,530,8.4,4452.0
8,17.0,0.0,16.0,1.0,0,11,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,471,8.4,3956.4
15,23.0,2.0,6.0,1.0,0,11,Hyderabad,Unitech Power Transmission Ltd.,477,8.4,4006.8
11,23.0,2.0,4.0,1.0,0,11,Hyderabad,NLC India,300,8.4,2520.0
17,23.0,0.0,10.0,1.0,0,11,Hyderabad,Reliance Energy,541,8.4,4544.400000000000
11,22.0,2.0,15.0,12.0,0,11,Hyderabad,Torrent Power Ltd.,628,8.4,5275.2
12,23.0,3.0,4.0,12.0,0,11,Hyderabad,Adani Power Ltd.,628,8.4,5275.2
17,22.0,2.0,4.0,1.0,0,11,Hyderabad,Kalpataru Power,413,8.4,3469.2000000000000
23,23.0,3.0,14.0,1.0,0,11,Hyderabad,Orient Green,700,8.4,5880.0
8,18.0,3.0,19.0,1.0,0,11,Hyderabad,Reliance Energy,388,8.4,3259.2000000000000
8,22.0,2.0,16.0,1.0,0,11,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",388,8.4,3259.2000000000000
22,22.0,1.0,9.0,1.0,0,11,Hyderabad,KEC International,388,8.4,3259.2000000000000
6,23.0,3.0,11.0,1.0,0,11,Hyderabad,GE T&D India Limited,473,8.4,3973.2000000000000
9,19.0,0.0,20.0,1.0,0,11,Hyderabad,NHPC,491,8.4,4124.400000000000
12,23.0,0.0,20.0,1.0,0,11,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),640,8.4,5376.0
23,23.0,0.0,7.0,1.0,0,11,Hyderabad,Adani Power Ltd.,466,8.4,3914.4
21,22.0,1.0,11.0,1.0,0,11,Hyderabad,KEC International,466,8.4,3914.4
11,23.0,0.0,10.0,12.0,0,11,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,453,8.4,3805.2000000000000
21,22.0,3.0,5.0,1.0,0,11,Hyderabad,Bonfiglioli Transmission Pvt. Ltd.,453,8.4,3805.2000000000000
8,22.0,1.0,22.0,7.0,0,11,Hyderabad,Torrent Power Ltd.,684,8.4,5745.6
20,22.0,3.0,21.0,1.0,0,11,Hyderabad,Sunil Hitech Eng,684,8.4,5745.6
11,23.0,3.0,18.0,1.0,0,11,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),684,8.4,5745.6
7,21.0,2.0,17.0,1.0,0,11,Hyderabad,Unitech Power Transmission Ltd.,393,8.4,3301.2000000000000
8,22.0,3.0,7.0,7.0,0,11,Hyderabad,GE T&D India Limited,393,8.4,3301.2000000000000
19,23.0,1.0,9.0,1.0,0,11,Hyderabad,Adani Power Ltd.,427,8.4,3586.8
19,22.0,3.0,7.0,1.0,0,11,Hyderabad,GE T&D India Limited,493,8.4,4141.2
9,23.0,1.0,11.0,1.0,0,11,Hyderabad,NHPC,510,8.4,4284.0
20,23.0,0.0,5.0,1.0,0,11,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,510,8.4,4284.0
22,23.0,1.0,13.0,1.0,0,11,Hyderabad,Unitech Power Transmission Ltd.,510,8.4,4284.0
11,22.0,1.0,11.0,1.0,0,11,Hyderabad,JSW Energy Ltd.,338,8.4,2839.2000000000000
15,23.0,2.0,15.0,12.0,0,11,Hyderabad,Indowind Energy,648,8.4,5443.2
7,23.0,1.0,20.0,1.0,0,11,Hyderabad,Power Grid Corp,567,8.4,4762.8
7,21.0,1.0,8.0,1.0,0,11,Hyderabad,Neueon Towers / Sujana Towers Ltd.,320,8.4,2688.0
16,22.0,0.0,7.0,1.0,0,11,Hyderabad,Neueon Towers / Sujana Towers Ltd.,320,8.4,2688.0
10,18.0,1.0,18.0,1.0,0,11,Hyderabad,Neueon Towers / Sujana Towers Ltd.,450,8.4,3780.0
19,22.0,2.0,6.0,1.0,0,11,Hyderabad,Tata Power Company Ltd.,496,8.4,4166.400000000000
11,23.0,0.0,8.0,1.0,0,11,Hyderabad,L&T Transmission & Distribution,496,8.4,4166.400000000000
9,21.0,2.0,7.0,1.0,0,11,Hyderabad,NHPC,383,8.4,3217.2000000000000
7,22.0,3.0,9.0,1.0,0,11,Hyderabad,Adani Power Ltd.,383,8.4,3217.2000000000000
12,22.0,1.0,8.0,1.0,0,11,Hyderabad,Tata Power Company Ltd.,336,8.4,2822.4
9,23.0,2.0,11.0,1.0,0,11,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,545,8.4,4578.0
9,18.0,2.0,18.0,1.0,0,11,Hyderabad,SJVN Ltd.,387,8.4,3250.8
8,19.0,0.0,12.0,1.0,0,11,Hyderabad,CESC,291,8.4,2444.4
16,22.0,0.0,21.0,1.0,0,11,Hyderabad,Reliance Energy,673,8.4,5653.2
6,17.0,0.0,21.0,7.0,0,11,Hyderabad,Jaiprakash Power,353,8.4,2965.2000000000000
18,22.0,0.0,12.0,1.0,0,11,Hyderabad,Bonfiglioli Transmission Pvt. Ltd.,353,8.4,2965.2000000000000
8,20.0,1.0,10.0,1.0,0,11,Hyderabad,Reliance Power,375,8.4,3150.0
5,19.0,2.0,10.0,7.0,0,11,Hyderabad,NHPC,360,8.4,3024.0
16,22.0,1.0,6.0,1.0,0,11,Hyderabad,L&T Transmission & Distribution,356,8.4,2990.4
16,23.0,3.0,22.0,1.0,0,11,Hyderabad,Guj Ind Power,671,8.4,5636.400000000000
15,23.0,1.0,5.0,1.0,0,11,Hyderabad,Jyoti Structure,365,8.4,3066.0
8,19.0,1.0,16.0,1.0,0,11,Hyderabad,Power Grid Corp,365,8.4,3066.0
19,23.0,2.0,17.0,1.0,0,11,Hyderabad,Torrent Power Ltd.,674,8.4,5661.6
9,23.0,1.0,16.0,1.0,0,11,Hyderabad,Indowind Energy,359,8.4,3015.6
14,22.0,2.0,20.0,1.0,0,11,Hyderabad,GE T&D India Limited,657,8.4,5518.8
22,23.0,1.0,16.0,1.0,0,11,Hyderabad,Bonfiglioli Transmission Pvt. Ltd.,657,8.4,5518.8
18,23.0,1.0,14.0,1.0,0,11,Hyderabad,JSW Energy Ltd.,657,8.4,5518.8
13,22.0,0.0,5.0,1.0,0,11,Hyderabad,CESC,279,8.4,2343.6
16,23.0,1.0,21.0,12.0,0,11,Hyderabad,CESC,636,8.4,5342.400000000000
22,23.0,1.0,21.0,1.0,0,11,Hyderabad,Jyoti Structure,752,8.4,6316.8
11,22.0,2.0,10.0,1.0,0,11,Hyderabad,CESC,358,8.4,3007.2000000000000
18,22.0,2.0,19.0,1.0,0,11,Hyderabad,Neueon Towers / Sujana Towers Ltd.,695,8.4,5838.0
15,23.0,0.0,5.0,1.0,0,11,Hyderabad,Guj Ind Power,302,8.4,2536.8
5,22.0,2.0,4.0,1.0,0,11,Hyderabad,L&T Transmission & Distribution,253,8.4,2125.2000000000000
16,22.0,2.0,8.0,12.0,0,11,Hyderabad,Torrent Power Ltd.,679,8.4,5703.6
11,22.0,0.0,4.0,1.0,0,11,Hyderabad,Reliance Energy,321,8.4,2696.4
15,22.0,1.0,13.0,12.0,0,11,Hyderabad,NTPC Pvt. Ltd.,543,8.4,4561.2
17,22.0,1.0,5.0,1.0,0,11,Hyderabad,GE T&D India Limited,392,8.4,3292.8
13,23.0,3.0,10.0,1.0,0,11,Hyderabad,L&T Transmission & Distribution,631,8.4,5300.400000000000
17,23.0,2.0,10.0,12.0,0,11,Hyderabad,Bonfiglioli Transmission Pvt. Ltd.,758,8.4,6367.2
13,23.0,0.0,7.0,1.0,0,11,Hyderabad,Sunil Hitech Eng,301,8.4,2528.4
8,23.0,0.0,5.0,7.0,0,11,Hyderabad,Sterlite Power Transmission Ltd,278,8.4,2335.2000000000000
14,23.0,1.0,22.0,12.0,0,11,Hyderabad,Unitech Power Transmission Ltd.,798,8.4,6703.200000000000
10,17.0,3.0,4.0,1.0,0,11,Hyderabad,SJVN Ltd.,269,8.4,2259.6
21,22.0,3.0,16.0,12.0,0,11,Hyderabad,Kalpataru Power,779,8.4,6543.6
5,18.0,1.0,8.0,1.0,0,11,Hyderabad,Adani Power Ltd.,277,8.4,2326.8
20,23.0,2.0,20.0,12.0,0,11,Hyderabad,Torrent Power Ltd.,820,8.4,6888.0
8,18.0,1.0,4.0,1.0,0,11,Hyderabad,Kalpataru Power,194,8.4,1629.6000000000000
5,18.0,1.0,6.0,1.0,0,11,Hyderabad,Torrent Power Ltd.,203,8.4,1705.2
20,23.0,1.0,10.0,1.0,0,11,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),553,8.9,4921.7
21,23.0,3.0,3.0,1.0,0,11,Nagpur,Optibelt Power Transmission India Private Limited,528,8.9,4699.2
19,23.0,0.0,15.0,1.0,0,11,Nagpur,Sunil Hitech Eng,528,8.9,4699.2
17,22.0,0.0,12.0,1.0,0,11,Nagpur,JSW Energy Ltd.,528,8.9,4699.2
8,18.0,3.0,19.0,7.0,0,11,Nagpur,GE T&D India Limited,440,8.9,3916.0
19,23.0,1.0,17.0,1.0,0,11,Nagpur,Sterlite Power Transmission Ltd,440,8.9,3916.0
5,22.0,0.0,14.0,1.0,0,11,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,440,8.9,3916.0
22,23.0,1.0,14.0,1.0,0,11,Nagpur,Adani Power Ltd.,616,8.9,5482.400000000000
15,22.0,1.0,4.0,1.0,0,11,Nagpur,Guj Ind Power,405,8.9,3604.5
11,22.0,2.0,19.0,1.0,0,11,Nagpur,Indowind Energy,420,8.9,3738.0
22,23.0,1.0,14.0,1.0,0,11,Nagpur,Sterlite Power Transmission Ltd,420,8.9,3738.0
11,23.0,2.0,18.0,1.0,0,11,Nagpur,Reliance Power,588,8.9,5233.2
14,22.0,1.0,12.0,1.0,0,11,Nagpur,NTPC Pvt. Ltd.,435,8.9,3871.5
12,22.0,2.0,19.0,1.0,0,11,Nagpur,Reliance Power,435,8.9,3871.5
23,22.0,1.0,12.0,1.0,0,11,Nagpur,NLC India,449,8.9,3996.1000000000000
7,23.0,3.0,19.0,1.0,0,11,Nagpur,L&T Transmission & Distribution,691,8.9,6149.900000000000
21,23.0,3.0,8.0,1.0,0,11,Nagpur,Reliance Power,691,8.9,6149.900000000000
6,18.0,0.0,17.0,1.0,0,11,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",247,8.9,2198.3
15,22.0,0.0,20.0,1.0,0,11,Nagpur,CESC,608,8.9,5411.2
17,22.0,2.0,14.0,12.0,0,11,Nagpur,NHPC,608,8.9,5411.2
12,22.0,3.0,15.0,1.0,0,11,Nagpur,Jaiprakash Power,526,8.9,4681.400000000000
6,23.0,0.0,13.0,1.0,0,11,Nagpur,KEC International,526,8.9,4681.400000000000
20,22.0,2.0,16.0,1.0,0,11,Nagpur,NLC India,526,8.9,4681.400000000000
8,18.0,0.0,16.0,1.0,0,11,Nagpur,Jaiprakash Power,434,8.9,3862.6000000000000
6,23.0,0.0,20.0,1.0,0,11,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,476,8.9,4236.400000000000
8,23.0,0.0,3.0,1.0,0,11,Nagpur,Kalpataru Power,343,8.9,3052.7000000000000
14,22.0,0.0,14.0,1.0,0,11,Nagpur,Neueon Towers / Sujana Towers Ltd.,551,8.9,4903.900000000000
21,22.0,3.0,16.0,1.0,0,11,Nagpur,NHPC,513,8.9,4565.7
18,22.0,2.0,8.0,1.0,0,11,Nagpur,Indowind Energy,385,8.9,3426.5
19,23.0,2.0,7.0,12.0,0,11,Nagpur,Jaiprakash Power,518,8.9,4610.2
6,22.0,2.0,22.0,1.0,0,11,Nagpur,Kalpataru Power,518,8.9,4610.2
11,22.0,3.0,11.0,1.0,0,11,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),593,8.9,5277.7
23,23.0,0.0,6.0,1.0,0,11,Nagpur,Power Grid Corp,593,8.9,5277.7
6,23.0,1.0,3.0,1.0,0,11,Nagpur,TransRail Lighting,258,8.9,2296.2000000000000
18,23.0,2.0,9.0,1.0,0,11,Nagpur,Sterlite Power Transmission Ltd,423,8.9,3764.7000000000000
13,23.0,3.0,18.0,1.0,0,11,Nagpur,GE T&D India Limited,609,8.9,5420.1
16,22.0,3.0,3.0,1.0,0,11,Nagpur,Torrent Power Ltd.,594,8.9,5286.6
20,22.0,3.0,6.0,1.0,0,11,Nagpur,CESC,594,8.9,5286.6
7,18.0,2.0,21.0,1.0,0,11,Nagpur,Adani Power Ltd.,350,8.9,3115.0
5,19.0,2.0,8.0,1.0,0,11,Nagpur,Jaiprakash Power,441,8.9,3924.9
8,22.0,3.0,7.0,1.0,0,11,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),441,8.9,3924.9
16,22.0,1.0,22.0,1.0,0,11,Nagpur,Jaiprakash Power,574,8.9,5108.6
7,18.0,1.0,16.0,7.0,0,11,Nagpur,KEC International,494,8.9,4396.6
11,23.0,1.0,17.0,1.0,0,11,Nagpur,Indowind Energy,494,8.9,4396.6
8,21.0,0.0,4.0,1.0,0,11,Nagpur,CESC,448,8.9,3987.2000000000000
12,23.0,0.0,12.0,1.0,0,11,Nagpur,Reliance Power,443,8.9,3942.7000000000000
16,22.0,3.0,7.0,1.0,0,11,Nagpur,NHPC,443,8.9,3942.7000000000000
20,22.0,2.0,4.0,12.0,0,11,Nagpur,NTPC Pvt. Ltd.,443,8.9,3942.7000000000000
22,23.0,3.0,13.0,1.0,0,11,Nagpur,NHPC,695,8.9,6185.5
13,22.0,0.0,20.0,12.0,0,11,Nagpur,KEC International,591,8.9,5259.900000000000
7,18.0,3.0,6.0,7.0,0,11,Nagpur,Indowind Energy,439,8.9,3907.1000000000000
9,18.0,3.0,8.0,1.0,0,11,Nagpur,Orient Green,360,8.9,3204.0
17,22.0,0.0,7.0,12.0,0,11,Nagpur,NTPC Pvt. Ltd.,442,8.9,3933.8
9,20.0,3.0,20.0,1.0,0,11,Nagpur,Unitech Power Transmission Ltd.,442,8.9,3933.8
20,22.0,1.0,11.0,12.0,0,11,Nagpur,JSW Energy Ltd.,601,8.9,5348.900000000000
21,23.0,3.0,11.0,1.0,0,11,Nagpur,Unitech Power Transmission Ltd.,618,8.9,5500.2
18,22.0,3.0,21.0,1.0,0,11,Nagpur,Unitech Power Transmission Ltd.,725,8.9,6452.5
22,23.0,1.0,18.0,1.0,0,11,Nagpur,Optibelt Power Transmission India Private Limited,725,8.9,6452.5
18,23.0,1.0,10.0,1.0,0,11,Nagpur,Jyoti Structure,575,8.9,5117.5
18,22.0,2.0,4.0,1.0,0,11,Nagpur,Guj Ind Power,424,8.9,3773.6000000000000
19,22.0,1.0,11.0,1.0,0,11,Nagpur,Guj Ind Power,424,8.9,3773.6000000000000
16,23.0,1.0,10.0,1.0,0,11,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",527,8.9,4690.3
7,23.0,1.0,8.0,1.0,0,11,Nagpur,Reliance Energy,527,8.9,4690.3
9,17.0,0.0,18.0,1.0,0,11,Nagpur,JSW Energy Ltd.,515,8.9,4583.5
20,22.0,1.0,10.0,1.0,0,11,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,469,8.9,4174.1
13,22.0,1.0,19.0,1.0,0,11,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),469,8.9,4174.1
7,22.0,0.0,18.0,1.0,0,11,Nagpur,Sterlite Power Transmission Ltd,398,8.9,3542.2000000000000
5,20.0,1.0,14.0,1.0,0,11,Nagpur,Jaiprakash Power,358,8.9,3186.2000000000000
23,23.0,0.0,12.0,1.0,0,11,Nagpur,TransRail Lighting,629,8.9,5598.1
23,23.0,3.0,3.0,1.0,0,11,Nagpur,Sterlite Power Transmission Ltd,629,8.9,5598.1
10,23.0,1.0,6.0,1.0,0,11,Nagpur,Adani Power Ltd.,530,8.9,4717.0
7,21.0,1.0,12.0,7.0,0,11,Nagpur,Tata Power Company Ltd.,338,8.9,3008.2000000000000
20,22.0,3.0,5.0,1.0,0,11,Nagpur,Indowind Energy,493,8.9,4387.7
16,23.0,1.0,9.0,1.0,0,11,Nagpur,KEC International,550,8.9,4895.0
9,17.0,1.0,20.0,1.0,0,11,Nagpur,TransRail Lighting,550,8.9,4895.0
20,22.0,1.0,8.0,1.0,0,11,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,592,8.9,5268.8
15,22.0,3.0,9.0,12.0,0,11,Nagpur,Sterlite Power Transmission Ltd,592,8.9,5268.8
10,20.0,0.0,9.0,7.0,0,11,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,480,8.9,4272.0
6,18.0,3.0,16.0,1.0,0,11,Nagpur,Orient Green,505,8.9,4494.5
22,23.0,1.0,15.0,1.0,0,11,Nagpur,NLC India,505,8.9,4494.5
10,18.0,0.0,18.0,1.0,0,11,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",375,8.9,3337.5
12,22.0,0.0,9.0,12.0,0,11,Nagpur,Reliance Power,502,8.9,4467.8
20,23.0,1.0,7.0,1.0,0,11,Nagpur,Torrent Power Ltd.,565,8.9,5028.5
17,22.0,3.0,9.0,1.0,0,11,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,565,8.9,5028.5
22,22.0,2.0,21.0,1.0,0,11,Nagpur,TransRail Lighting,617,8.9,5491.3
12,23.0,1.0,4.0,12.0,0,11,Nagpur,Jyoti Structure,467,8.9,4156.3
18,23.0,2.0,10.0,1.0,0,11,Nagpur,JSW Energy Ltd.,453,8.9,4031.7000000000000
19,23.0,3.0,4.0,12.0,0,11,Nagpur,Guj Ind Power,635,8.9,5651.5
8,19.0,3.0,10.0,1.0,0,11,Nagpur,Orient Green,509,8.9,4530.1
9,17.0,0.0,10.0,7.0,0,11,Nagpur,GE T&D India Limited,355,8.9,3159.5
7,23.0,2.0,6.0,1.0,0,11,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,426,8.9,3791.4
22,22.0,0.0,16.0,1.0,0,11,Nagpur,NLC India,416,8.9,3702.4
22,22.0,1.0,11.0,1.0,0,11,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,641,8.9,5704.900000000000
21,23.0,2.0,8.0,1.0,0,11,Nagpur,Reliance Energy,521,8.9,4636.900000000000
7,22.0,1.0,10.0,1.0,0,11,Nagpur,Sunil Hitech Eng,521,8.9,4636.900000000000
17,23.0,3.0,12.0,1.0,0,11,Nagpur,Optibelt Power Transmission India Private Limited,501,8.9,4458.900000000000
5,23.0,2.0,4.0,1.0,0,11,Nagpur,NLC India,501,8.9,4458.900000000000
10,22.0,2.0,4.0,1.0,0,11,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,407,8.9,3622.3
17,23.0,0.0,17.0,1.0,0,11,Nagpur,NHPC,549,8.9,4886.1
15,22.0,3.0,7.0,1.0,0,11,Nagpur,Adani Power Ltd.,630,8.9,5607.0
21,23.0,3.0,16.0,1.0,0,11,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,514,8.9,4574.6
7,18.0,2.0,15.0,1.0,0,11,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",514,8.9,4574.6
8,22.0,0.0,17.0,1.0,0,11,Nagpur,SJVN Ltd.,370,8.9,3293.0
18,23.0,2.0,9.0,1.0,0,11,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),390,8.9,3471.0
15,23.0,1.0,14.0,1.0,0,11,Nagpur,SJVN Ltd.,395,8.9,3515.5
6,21.0,1.0,6.0,1.0,0,11,Nagpur,Jyoti Structure,348,8.9,3097.2000000000000
12,23.0,1.0,8.0,1.0,0,11,Nagpur,Sunil Hitech Eng,368,8.9,3275.2000000000000
13,23.0,2.0,6.0,1.0,0,11,Nagpur,CESC,368,8.9,3275.2000000000000
20,23.0,2.0,14.0,1.0,0,11,Nagpur,L&T Transmission & Distribution,576,8.9,5126.400000000000
20,23.0,3.0,7.0,1.0,0,11,Nagpur,KEC International,564,8.9,5019.6
22,23.0,3.0,9.0,1.0,0,11,Nagpur,JSW Energy Ltd.,531,8.9,4725.900000000000
21,22.0,1.0,20.0,12.0,0,11,Nagpur,Power Grid Corp,557,8.9,4957.3
15,23.0,3.0,21.0,1.0,0,11,Nagpur,NLC India,584,8.9,5197.6
21,22.0,0.0,17.0,1.0,0,11,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,643,8.9,5722.7
17,22.0,0.0,3.0,1.0,0,11,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,433,8.9,3853.7000000000000
12,22.0,3.0,15.0,1.0,0,11,Nagpur,NLC India,433,8.9,3853.7000000000000
8,18.0,0.0,11.0,1.0,0,11,Nagpur,Tata Power Company Ltd.,471,8.9,4191.900000000000
16,22.0,0.0,11.0,1.0,0,11,Nagpur,NTPC Pvt. Ltd.,458,8.9,4076.2000000000000
23,22.0,2.0,12.0,1.0,0,11,Nagpur,JSW Energy Ltd.,474,8.9,4218.6
16,22.0,2.0,4.0,1.0,0,11,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",511,8.9,4547.900000000000
21,23.0,1.0,21.0,1.0,0,11,Nagpur,Sterlite Power Transmission Ltd,559,8.9,4975.1
23,23.0,3.0,10.0,1.0,0,11,Nagpur,Sterlite Power Transmission Ltd,559,8.9,4975.1
7,17.0,1.0,17.0,1.0,0,11,Nagpur,Indowind Energy,450,8.9,4005.0
10,19.0,1.0,16.0,1.0,0,11,Nagpur,Torrent Power Ltd.,409,8.9,3640.1000000000000
15,23.0,2.0,22.0,1.0,0,11,Nagpur,Sterlite Power Transmission Ltd,516,8.9,4592.400000000000
17,22.0,1.0,18.0,1.0,0,11,Nagpur,CESC,430,8.9,3827.0
20,23.0,1.0,16.0,1.0,0,11,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,567,8.9,5046.3
11,23.0,1.0,9.0,1.0,0,11,Nagpur,Optibelt Power Transmission India Private Limited,361,8.9,3212.9
8,21.0,2.0,17.0,7.0,0,11,Nagpur,Tata Power Company Ltd.,628,8.9,5589.2
9,17.0,1.0,13.0,1.0,0,11,Nagpur,Reliance Power,417,8.9,3711.3
9,17.0,3.0,3.0,1.0,0,11,Nagpur,Sterlite Power Transmission Ltd,417,8.9,3711.3
16,22.0,2.0,14.0,1.0,0,11,Nagpur,Reliance Energy,498,8.9,4432.2
15,23.0,3.0,19.0,1.0,0,11,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),498,8.9,4432.2
20,23.0,3.0,10.0,1.0,0,11,Nagpur,SJVN Ltd.,606,8.9,5393.400000000000
12,23.0,2.0,4.0,1.0,0,11,Nagpur,NTPC Pvt. Ltd.,330,8.9,2937.0
18,23.0,3.0,21.0,12.0,0,11,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",733,8.9,6523.7
